unit,sizen_r2,indic_is,geo,time,Value
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,Serbia,2018,20
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,Serbia,2020,29
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,Sweden,2014,52
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,Sweden,2015,n/a
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,Sweden,2016,60
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,Sweden,2017,n/a
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,Sweden,2018,71
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,Sweden,2020,85
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,Slovenia,2014,20
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,Slovenia,2015,23
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,Slovenia,2016,29
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,Slovenia,2017,34
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,Slovenia,2018,37
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,Slovenia,2020,47
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,Slovakia,2014,20
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,Slovakia,2015,21
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,Slovakia,2016,21
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,Slovakia,2017,27
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,Slovakia,2018,26
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,Slovakia,2020,33
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,Turkey,2014,n/a
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,Turkey,2015,n/a
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,Turkey,2016,14
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,Turkey,2017,n/a
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,Turkey,2018,17
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,Turkey,2020,22
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,United Kingdom,2014,36
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,United Kingdom,2015,n/a
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,United Kingdom,2016,45
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,United Kingdom,2017,n/a
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,United Kingdom,2018,55
Percentage of enterprises,"Medium enterprises (50-249 persons employed), without financial sector",Buy cloud computing services used over the internet,United Kingdom,2020,66
